,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
9428,"Thus, expressions of type <s,<e,t» denote properties of individual entities, those of type <s,«e,t>,t» denote properties of sets, those of type",312,294,10 Intensional Semantics,,
9429,"<s,«s,t>,t» denote properties of propositions, and so on.",312,294,10 Intensional Semantics,,
9430,"Two-place predicates extensionally denote relations between entities, and the intensions of such expressions, of type <s,<e,<e,t>», are called relations in intension between entities, denoting functions in (({0,l}A)A)w x! .",312,294,10 Intensional Semantics,,
9431,"Like the term property, this term can also be generalised to cover all expressions that denote the intensions of two-place functions, i.e. those with the type structure <s,<a,<b,t>» where a and b are any type.",312,294,10 Intensional Semantics,,
9432,"Thus, expressions of type <s,«s,t>,<e,t>» denote relations in intension between entities and propositions, expressions of type",312,294,10 Intensional Semantics,,
9433,The intensional language L!L,313,295,10 Intensional Semantics,,
9434,"<s,«s,e>,«s,e>,t»> denote relations in intension between individual concepts, and so on.",313,295,10 Intensional Semantics,,
9435,The different denotations of expressions are summarised in (19) according to whether they are intensional or extensional.,313,295,10 Intensional Semantics,,
9436,"There are, of course, many other intensional types and we will come across more in the sections that follow, but they all have the same sort of denotations, i.e. functions from indices (W x I) to extensional denotations.",313,295,10 Intensional Semantics,,
9437,Category,313,295,10 Intensional Semantics,,
9438,Name,313,295,10 Intensional Semantics,,
9439,Extensional Extensional,313,295,10 Intensional Semantics,,
9440,Type,313,295,10 Intensional Semantics,,
9441,Denotation,313,295,10 Intensional Semantics,,
9442,Individual constant e,313,295,10 Intensional Semantics,,
9443,Entity,313,295,10 Intensional Semantics,,
9444,A,313,295,10 Intensional Semantics,,
9445,Intensional,313,295,10 Intensional Semantics,,
9446,Type,313,295,10 Intensional Semantics,,
9447,Intensional,313,295,10 Intensional Semantics,,
9448,Denotation,313,295,10 Intensional Semantics,,
9449,"<s,e>",313,295,10 Intensional Semantics,,
9450,Individual concept,313,295,10 Intensional Semantics,,
9451,A WxI,313,295,10 Intensional Semantics,,
9452,Formula t,313,295,10 Intensional Semantics,,
9453,Truth value,313,295,10 Intensional Semantics,,
9454,"<s,t>",313,295,10 Intensional Semantics,,
9455,Proposition,313,295,10 Intensional Semantics,,
9456,"{l,0} WxI",313,295,10 Intensional Semantics,,
9457,One-place predicate,313,295,10 Intensional Semantics,,
9458,"<e,t>",313,295,10 Intensional Semantics,,
9459,Set of entities,313,295,10 Intensional Semantics,,
9460,"<s,<e,t»",313,295,10 Intensional Semantics,,
9461,Property of entities,313,295,10 Intensional Semantics,,
9462,"({1,0}A)W*I",313,295,10 Intensional Semantics,,
9463,Two-place predicate,313,295,10 Intensional Semantics,,
9464,"<e,<e,t»",313,295,10 Intensional Semantics,,
9465,Relations between entities,313,295,10 Intensional Semantics,,
9466,"({0,l}A)A",313,295,10 Intensional Semantics,,
9467,"<s,<e,<e,t»:> Relation in intension between entities",313,295,10 Intensional Semantics,,
9468,"(({0,l}A)A)W*I",313,295,10 Intensional Semantics,,
9469,Exercise 10.3:,313,295,10 Intensional Semantics,,
9470,What sorts of denotation do expressions of the following types have?,313,295,10 Intensional Semantics,,
9471,"Give the formal definition of the denotation, describe it in words and try and think of an English expression that might have such a denotation.",313,295,10 Intensional Semantics,,
9472,ii.,313,295,10 Intensional Semantics,,
9473,iii.,313,295,10 Intensional Semantics,,
9474,iv.,313,295,10 Intensional Semantics,,
9475,v.,313,295,10 Intensional Semantics,,
9476,vi.,313,295,10 Intensional Semantics,,
9477,The models used to interpret expression of LIL consist of the ordered sextuple in,313,295,10 Intensional Semantics,,
9478,"Intensional model: M = «A,F,W,R,T,o>.",313,295,10 Intensional Semantics,,
9479,"As before, A is a set of entities defining the ontology of the model, containing all the entities that exist, have existed, will exist and might exist.",313,295,10 Intensional Semantics,,
9480,W is a set of logically possible worlds and R is some relation of accessibility between them (or indeed a set,313,295,10 Intensional Semantics,,
9481,10 Intensional semantics of such relations; see Section 9.3.2).,314,296,10 Intensional Semantics,,
9482,"As in Chapter 8, T is a set of times ordered by the precedence relation, <.",314,296,10 Intensional Semantics,,
9483,"F is again a denotation assignment function, but now complicated to account for intensions.",314,296,10 Intensional Semantics,,
9484,"It assigns an intension to each lexeme in the object language, thus providing an extension for each basic expression at each world-time co-ordinate in the model.",314,296,10 Intensional Semantics,,
9485,"F can thus be defined as a function from lexemes to a function in DaWxT, where a is an extensional type.",314,296,10 Intensional Semantics,,
9486,"As with temporal models, there must be no gaps in the intension assigned to a basic expression, either in worlds or in temporal intervals in those worlds.",314,296,10 Intensional Semantics,,
9487,"In other words, there must be no index for which the extension of any constant is not defined.",314,296,10 Intensional Semantics,,
9488,"Thus, the union of all worlds in the domain of F for some constant a must be equal to W, the set of all possible worlds, and the union of all time intervals mentioned by F must equal the set of times, T, for all worlds in W. Thus, F must conform to the two conditions in (21) for all basic expressions, a.",314,296,10 Intensional Semantics,,
9489,(21) a.,314,296,10 Intensional Semantics,,
9490,b.,314,296,10 Intensional Semantics,,
9491,"UwnF(a)(<wn,i>) = W.",314,296,10 Intensional Semantics,,
9492,"U F(a)(<wn,i>) = T, for all wn e W.",314,296,10 Intensional Semantics,,
9493,"The diagram in (4) that represents the intension of laugh' in M10 can thus more formally be specified as a set of extension plus co-ordinate pairs (or, equivalently, a function from indices to characteristic functions of entities), as in (22).",314,296,10 Intensional Semantics,,
9494,"The extension of ¥l0(laugh') need not be specified for every index, provided that there are meaning postulates that specify how to get to the extension of the constant at any index.",314,296,10 Intensional Semantics,,
9495,"Because laugh is an activity verb, there is a meaning postulate that specifies that the extensions of the predicate at any interval holds of all subintervals.",314,296,10 Intensional Semantics,,
9496,"Thus, in (22) the extension of laugh' at the index <Wi,[t2]> is the same as ¥Maugh') at the index",314,296,10 Intensional Semantics,,
9497,"(<W!,[ti,t2]>), i.e. {MAN^WOMANJ, since [tj is a subinterval of [tl9tj.",314,296,10 Intensional Semantics,,
9498,"Furthermore, the rule for computing the extensions for intervals not specified by the denotation assignment function also holds (cf. Chapter 8).",314,296,10 Intensional Semantics,,
9499,"Strictly speaking, the meaning postulates defining the properties of predicates and the general rule determining extensions at other intervals hold of the denotations assigned by F, but do not determine them.",314,296,10 Intensional Semantics,,
9500,"Formally, therefore, the denotation assignment function should directly specify the extensions of a predicate at all indices.",314,296,10 Intensional Semantics,,
9501,"However, since such a specification is time consuming and tedious, in the example models in this chapter the denotation assignment functions give the denotations for only the minimum indices necessary to determine extensions at other indices, according to the rules given in Chapter 8.",314,296,10 Intensional Semantics,,
9502,"FI0(laugh') = {«w1,[t,,t2]>,{ MAN1,WOMAN2}>,",314,296,10 Intensional Semantics,,
9503,"«w1,[t3,t4]>,{MAN1}>,",314,296,10 Intensional Semantics,,
9504,"«w2,[t1,t3]>,{DOG}>,",314,296,10 Intensional Semantics,,
9505,"«w 2 ,[t 4 ]>,0>,",314,296,10 Intensional Semantics,,
9506,"«w3,[t2,t3]>,{ WOMAN2}>,",314,296,10 Intensional Semantics,,
9507,"«w3,[t4]>,{WOMAN1, WOMAN, }>,",314,296,10 Intensional Semantics,,
9508,"«w 4 ,[t! ,t4]>, {MANXMAN,, WOMAN,, WOMAN! ,DOG} >}",314,296,10 Intensional Semantics,,
9509,"The extension of a basic expression a at a particular index, <wwi>, is thus the value of F at that index.",314,296,10 Intensional Semantics,,
9510,"Hence, the base of the model theory used to interpret LIL is given by the statement in (23), where F(oc)(<Wn,i>) is the function F(oc) applied to the",314,296,10 Intensional Semantics,,
9511,The intensional language LIL index <WnJ> which yields the extension of a at that index.,315,297,10 Intensional Semantics,,
9512,This rule is generalised to obtain the extension of any intensional expression.,315,297,10 Intensional Semantics,,
9513,"Thus, where a has an intensional type, the denotation of vcc at an index <w,,,i> is determined by the denotation of a (an intension) applied to the index <w,»i>.",315,297,10 Intensional Semantics,,
9514,(23) a.,315,297,10 Intensional Semantics,,
9515,b.,315,297,10 Intensional Semantics,,
9516,"If a is a basic expression, then [a]M'«wn'i = F(a)(<wn,i>).",315,297,10 Intensional Semantics,,
9517,"fa]M-8wniis [a]M*wni(<wI1,i>).",315,297,10 Intensional Semantics,,
9518,"The intension of a basic expression, a, is F applied to a, i.e.",315,297,10 Intensional Semantics,,
9519,[Aa]M«wn J = F(a).,315,297,10 Intensional Semantics,,
9520,"In general, the intension of an expression Aot in Ln. is a function that picks out the denotation of a at each index, as formally defined in (24).",315,297,10 Intensional Semantics,,
9521,"If a is an extensional expression of type a, then [Aa]M'«wni is that function, h, with domain W x I such that for all <wm,P> in W x I, h(<wm,P>) =",315,297,10 Intensional Semantics,,
9522,[a]M*wmi'.,315,297,10 Intensional Semantics,,
9523,"The intension of an expression is the same at every index, unlike the extension which may vary from index to index, because intensions are defined over all indices and make no special mention of the reference index.",315,297,10 Intensional Semantics,,
9524,"We may, therefore, equate [Acc]M*wn-i with s[a]M<8, the intension of an expression with respect to a model and a variable assignment, irrespective of index.",315,297,10 Intensional Semantics,,
9525,"To ascertain the denotations of complex expressions, whether intensional or extensional, we simply adopt a variant of the basic rule for interpreting expressions formed via functional application, relativised, not just to a temporal interval as in",315,297,10 Intensional Semantics,,
9526,"Chapter 8, but also to an index consisting of a world and a time.",315,297,10 Intensional Semantics,,
9527,"Thus, the value of",315,297,10 Intensional Semantics,,
9528,"[oc(P)]M'8wni is ascertained by applying the value of the functor a at the reference index,",315,297,10 Intensional Semantics,,
9529,"<wn,i>, to the value of p at the same index.",315,297,10 Intensional Semantics,,
9530,"Thus, for example, to ascertain the extension of the expression laugh'(Chester') with respect to M10 and the index",315,297,10 Intensional Semantics,,
9531,"<w3,[t2,t3]>, we apply the function denoted by laugh' at <w3,[t2,t3]> to the entity is denoted by Chester' at that index, i.e. [laugh'(Chester')]M^V/3^2^",315,297,10 Intensional Semantics,,
9532,The value of [laugh']M*<w3wwis the characteristic,315,297,10 Intensional Semantics,,
9533,[laugh^^^Klchestery*****2*]).,315,297,10 Intensional Semantics,,
9534,function of the set {WOMANj} and the value of [chester '] M -gw3 -w-w (as at every index) is DOG.,315,297,10 Intensional Semantics,,
9535,Since the latter is not in the set denoted by the functor at the reference index,315,297,10 Intensional Semantics,,
9536,"<w3,[t2,t3]>, laugh'(chester') is false at that index.",315,297,10 Intensional Semantics,,
9537,"Nothing has, therefore, changed in the interpretation of functor-argument expressions, except that care must now be taken to ensure that the denotations of the component parts of a complex expression are ascertained at the same index.",315,297,10 Intensional Semantics,,
9538,"Furthermore, caution must be exercised to ensure that the correct sort of denotation, intension or extension, is selected for each expression.",315,297,10 Intensional Semantics,,
9539,This will be important in Section 10.3 and discussion of the details is postponed until then.,315,297,10 Intensional Semantics,,
9540,"As for the rest of the model theory used for interpreting expressions in LIL, very little differs from the rules we have already come across in previous chapters except again for the relativisation of denotations to indices.",315,297,10 Intensional Semantics,,
9541,"Note that the interpretation of a variable, w, is, as in Chapter 4 onwards, just the value assigned to u by the value assignment g, i.e. [u]M'«wni = g(u).",315,297,10 Intensional Semantics,,
9542,"In other words, assignments of values to variables are constant from index to index, as one might expect.",315,297,10 Intensional Semantics,,
9543,"Everything else remains much the same as before and the complete formal specification of the model theory is given in (25) which includes the interpretations of the expressions necessarily', possibly', must' and may \ since these are logical expressions whose interpretation does not vary",315,297,10 Intensional Semantics,,
9544,10 Intensional semantics from model to model.,316,298,10 Intensional Semantics,,
9545,Students are advised to take some time to go through this before going on to the discussion of the important implications of this theory for an account of opaque contexts in the next section.,316,298,10 Intensional Semantics,,
9546,(25) a.,316,298,10 Intensional Semantics,,
9547,b.,316,298,10 Intensional Semantics,,
9548,c.,316,298,10 Intensional Semantics,,
9549,d.,316,298,10 Intensional Semantics,,
9550,"If a is a basic expression, then [a] M * wn4 = F(a)(<w n ,i>).",316,298,10 Intensional Semantics,,
9551,"If a is a variable, then [a]^-*"" 4 = g(oc).",316,298,10 Intensional Semantics,,
9552,"If a is an expression of type <b,a> and (i is an expression of type b, then",316,298,10 Intensional Semantics,,
9553,"[a(p)]M-8-wni is [a]M'8'wni([p]M'8wni)If a is an extensional expression of type a, then [Aa]M-8wn4 is that function h with domain W x I such that, for all <wm,F> in W x I, h(<w m ,i'>) =",316,298,10 Intensional Semantics,,
9554,[tt]M*wm4' ( = 3[(X]M>8).,316,298,10 Intensional Semantics,,
9555,e.,316,298,10 Intensional Semantics,,
9556,f.,316,298,10 Intensional Semantics,,
9557,g.,316,298,10 Intensional Semantics,,
9558,h.,316,298,10 Intensional Semantics,,
9559,i.,316,298,10 Intensional Semantics,,
9560,j.,316,298,10 Intensional Semantics,,
9561,k.,316,298,10 Intensional Semantics,,
9562,m.,316,298,10 Intensional Semantics,,
9563,n.,316,298,10 Intensional Semantics,,
9564,o.,316,298,10 Intensional Semantics,,
9565,p.,316,298,10 Intensional Semantics,,
9566,q.,316,298,10 Intensional Semantics,,
9567,r.,316,298,10 Intensional Semantics,,
9568,s.,316,298,10 Intensional Semantics,,
9569,t.,316,298,10 Intensional Semantics,,
9570,u.,316,298,10 Intensional Semantics,,
9571,"If a is an expression of type <s,a>, then [/oc]M,g,wn,i j s [a] M '8 wni (<w n ,i>).",316,298,10 Intensional Semantics,,
9572,"If a is an expression of type a containing a free instance of a variable u of type b, then [Xu [a]]M'«wn *is that function h with domain D b such that for any object a in D b , h(a) = [oc]M'8'wni where g' is exactly the same as g except perhaps for the fact that g'(ii) = a.",316,298,10 Intensional Semantics,,
9573,"If a and |3 are expressions of type a, then [ a = (3]M«wni is 1 iff [a] M « wni is identical to [p]M,g,wn,i Otherwise, [a = (3]M'8wni is 0.",316,298,10 Intensional Semantics,,
9574,"If <|) is an expression of type t, then [~<j)]M« wn ^is 1 iff [c))]M,g,wn,i [s Q Otherwise,",316,298,10 Intensional Semantics,,
9575,[H[)]M'8'wni is 0.,316,298,10 Intensional Semantics,,
9576,"If 4> and \\f are expressions of type t, then [((() & \j/)]M,g,wn,i j s x iff [(j)]M,g,wn,i j s",316,298,10 Intensional Semantics,,
9577,"1 and [\|/]M.g,wn,i i s a i s o x.",316,298,10 Intensional Semantics,,
9578,"Otherwise, [(<|) & \|/)]M,g,wn.i i s Q",316,298,10 Intensional Semantics,,
9579,"If cf> and \|/ are expressions of type t, then [((() v \|/)]M,g,wn,i i s x iff [(|>]M,g,wn,i [s",316,298,10 Intensional Semantics,,
9580,"1 or [\|/]M.g.wn,i i s x.",316,298,10 Intensional Semantics,,
9581,"Otherwise, [((() v \j/)]M,g,wn.i j s Q",316,298,10 Intensional Semantics,,
9582,"If <() and \|/ are expressions of type t, then [((() -»\|/)]M,g,wn,i i s x iff [<|)]M,g,wn,i i s",316,298,10 Intensional Semantics,,
9583,"0 or [\|/]M,g,wn,i is x.",316,298,10 Intensional Semantics,,
9584,"Otherwise, [(()) —»\j/)]M.g.wni is 0.",316,298,10 Intensional Semantics,,
9585,"If <|) and \|/ are expressions of type t, then [((() <-> \(/)]M.g,wn,i i s \ iff [(|)]M,g,wn,i a n ( j",316,298,10 Intensional Semantics,,
9586,"[\j/]M,g,wn,i both have the same truth value.",316,298,10 Intensional Semantics,,
9587,"Otherwise, [(()) <-> \|f)]M,g,wn,i ls Q",316,298,10 Intensional Semantics,,
9588,"If 0 is an expression of type t containing an instance of a free variable u, then [Vu [a]] M '« wni is 1 iff [<t>]M-8'wni is 1 for all value assignments g' exactly like g except perhaps for the value assigned to u.",316,298,10 Intensional Semantics,,
9589,"If (() is an expression of type t containing an instance of a free variable u, then [3u [a]] M '8 wni is 1 iff [c|)]M,g\wn,i i s \ for S O me value assignment g' exactly like g except perhaps for the value assigned to u.",316,298,10 Intensional Semantics,,
9590,"If 0 is an expression of type t, then [Pres ((j))]M.g.wn,i i s x iff [(|>]M,g,wn,i i s \",316,298,10 Intensional Semantics,,
9591,"If <>| is an expression of type t, then [Past ((())]M-8wni is 1 iff [c()]M<8'wno is 1 for some j in I where j < i.",316,298,10 Intensional Semantics,,
9592,"If <>| is an expression of type t, then [Fut (c|))]M8.wn.i j s x iff [(|>]M.g,wn,j i s x for s o m e j in I where i < j .",316,298,10 Intensional Semantics,,
9593,"If (() is an expression of type t, then [Perf ((())]M-8-wni is 1 iff [<()]M-8.wn,i i s x and",316,298,10 Intensional Semantics,,
9594,1 contains initial and final points if <|) inherently contains these.,316,298,10 Intensional Semantics,,
9595,"If $ is an expression of type t, then [Impf ((|))]M8.wn.i is 1 iff there is an interval j such that i is a proper subinterval of j and [<J>]M-»o is 1.",316,298,10 Intensional Semantics,,
9596,"If <|) is an expression of type t, then [necessarily '(A(j))]M.g,wn,i i s \ iff [(|)]M,g,wtno is 1 for all j G I and all w m e W such that w n Rw m .",316,298,10 Intensional Semantics,,
9597,"If <>| is an expression of type t, then [possibly '(^t))]1*'8'™4 is 1 iff [<|)]M.g,wmo ls",316,298,10 Intensional Semantics,,
9598,1 for s o m e j € I and some w m e W such that,316,298,10 Intensional Semantics,,
9599,Interpreting opaque contexts v.,317,299,10 Intensional Semantics,,
9600,w.,317,299,10 Intensional Semantics,,
9601,"If (() is an expression of type t, then [mwsf *(A<|>)]M*wn'i is 1 iff [cj)]M,g.wm,i j s \ for a l l w m e W such that w n Rw m .",317,299,10 Intensional Semantics,,
9602,If <>,317,299,10 Intensional Semantics,,
9603,"| is an expression of type t, then [may '(A<t))]M>8 wn>i is 1 iff [c|)]M,g,wm,i [s \ for some w m e W such that WnRwm.",317,299,10 Intensional Semantics,,
9604,Interpreting opaque contexts,317,299,10 Intensional Semantics,,
9605,We are now in a position to show to what extent the problems posed by the opaque constructions discussed in Section 9.1 are solved by the adoption of the intensional semantics defined above.,317,299,10 Intensional Semantics,,
9606,"We begin by considering the interpretation of verbs with opaque noun phrase or verb phrase object positions like want, try and seem and then move on to a consideration of verbs of propositional attitude like believe, know, etc.",317,299,10 Intensional Semantics,,
9607,Oblique transitive verbs,317,299,10 Intensional Semantics,,
9608,"As we saw in Section 9.1, the fact that someone wants or is looking for something like a unicorn, a drink or a secretary does not entail that there is a specific unicorn, drink or secretary that they want or are looking for nor that any entity with the property specified actually exists.",317,299,10 Intensional Semantics,,
9609,"This differentiates such verbs from the ordinary transitive verbs like like and stroke with respect to which quantified object noun phrases always take wide scope, because the lexical decomposition of the latter guarantees that they denote relations between entities (cf. Chapter 6).",317,299,10 Intensional Semantics,,
9610,"For example, the sentence in (26.a) translates into LQ as the complex expression in (26.b).",317,299,10 Intensional Semantics,,
9611,After lambda conversion this reduces to (26.c) from which the entailments in (26.d) and (26.e) can be straightforwardly derived through conjunction elimination.,317,299,10 Intensional Semantics,,
9612,"These verbs also allow the substitution of referential equivalents in their object position, as shown by the valid inference pattern in (27).",317,299,10 Intensional Semantics,,
9613,(26) a.,317,299,10 Intensional Semantics,,
9614,b.,317,299,10 Intensional Semantics,,
9615,c.,317,299,10 Intensional Semantics,,
9616,d.,317,299,10 Intensional Semantics,,
9617,e.,317,299,10 Intensional Semantics,,
9618,(27) a.,317,299,10 Intensional Semantics,,
9619,b.,317,299,10 Intensional Semantics,,
9620,c.,317,299,10 Intensional Semantics,,
9621,Jo liked a student.,317,299,10 Intensional Semantics,,
9622,XQ [QQo')]QJ> Pu [P(Xy [(like'(y))(x)])]](XP @z [student'(z) & P(z)]])).,317,299,10 Intensional Semantics,,
9623,3z [student'(z) & (like'(z))(jo')].,317,299,10 Intensional Semantics,,
9624,3z [student' (z)].,317,299,10 Intensional Semantics,,
9625,Jo liked a student.,317,299,10 Intensional Semantics,,
9626,The student Jo liked is a wealthy Glaswegian.,317,299,10 Intensional Semantics,,
9627,"Therefore, Jo liked a wealthy Glaswegian.",317,299,10 Intensional Semantics,,
9628,"As we have seen, opaque transitive verbs do not have the same properties as transparent ones, as shown in (28): (28.b) cannot be inferred from (28.a) nor can",317,299,10 Intensional Semantics,,
9629,(28.d) be inferred from (28.c) despite the fact a unicorn and a gryphon are referential equivalents in the actual world (i.e. they both extensionally denote the null set).,317,299,10 Intensional Semantics,,
9630,(28) a.,317,299,10 Intensional Semantics,,
9631,b.,317,299,10 Intensional Semantics,,
9632,c.,317,299,10 Intensional Semantics,,
9633,d.,317,299,10 Intensional Semantics,,
9634,Jo sought a student.,317,299,10 Intensional Semantics,,
9635,There is a student that Jo sought.,317,299,10 Intensional Semantics,,
9636,Bertie wanted a unicorn.,317,299,10 Intensional Semantics,,
9637,Bertie wanted a gryphon.,317,299,10 Intensional Semantics,,
9638,10 Intensional semantics,318,300,10 Intensional Semantics,,
9639,"Because of the failure of Leibniz' Law in the object position of verbs like want, seek, imagine and look for, these are analysed as functors with an intensional argument position.",318,300,10 Intensional Semantics,,
9640,"It could be argued that, since ordinary transitive verbs ultimately denote relations between entities of type <e,<e,t», opaque verbs denote relations between individual concepts and entities, and so translate into expressions of type",318,300,10 Intensional Semantics,,
9641,"« s , e > , < e , t » .",318,300,10 Intensional Semantics,,
9642,"This would go some way towards a solution, since it allows one to distinguish between the particular individuals being sought or imagined.",318,300,10 Intensional Semantics,,
9643,"For example, the sentence in (29.a) translates into UL as the formula in (29.b), assuming the type of imagine' to be « s , e > , < e , t » .",318,300,10 Intensional Semantics,,
9644,This translation ignores tense and treats the definite noun phrase The Ladies' Scottish Golf Champion as translating into the individual,318,300,10 Intensional Semantics,,
9645,"(sublimation of the) constant, sgc\ rather than as a proper Russellian definite description.",318,300,10 Intensional Semantics,,
9646,(29) a.,318,300,10 Intensional Semantics,,
9647,b.,318,300,10 Intensional Semantics,,
9648,"Jo imagined the Ladies' Scottish Golf Champion,",318,300,10 Intensional Semantics,,
9649,(imagine'(Asgc))(jo').,318,300,10 Intensional Semantics,,
9650,"According to the model theory specified in Section 10.2, the formula in (29.b) is true at an index <wn,i>, if the entity denoted by jo' at <wn,i> is 'in an imagining relation' not with the entity extensionally denoted by the Ladies' Scottish Golf Champion at that index, but with its associated individual concept, i.e. with [Asgc']M<* rather than",318,300,10 Intensional Semantics,,
9651,"[sgc']M^wn\ If Ethel and the Ladies' Scottish Golf Champion happen to be one and the same at some index, it does not therefore follow that because Jo is imagining the",318,300,10 Intensional Semantics,,
9652,"Ladies' Scottish Golf Champion, he is imagining Ethel.",318,300,10 Intensional Semantics,,
9653,"This is because the individual concept of ethel', the function that picks out Ethel at every index, may differ from that of sgc', the function that identifies the Ladies' Scottish Golf Champion at every index.",318,300,10 Intensional Semantics,,
9654,"In model M10, the name Ethel refers to the same entity in every world at every time.",318,300,10 Intensional Semantics,,
9655,"Hence, 3[ethel']M10'8 is the constant function in (30.a).",318,300,10 Intensional Semantics,,
9656,The Ladies' Scottish Golf,318,300,10 Intensional Semantics,,
9657,"Champion, however, is not the same person at every index but in world Wi sgc' extensionally denotes Ethel (WOMAN0 at all times, but in w 2 it denotes the dog at the interval [tiytj and Bertie at [t^tj.",318,300,10 Intensional Semantics,,
9658,"In world w3, Fiona is the Ladies' Scottish Golf",318,300,10 Intensional Semantics,,
9659,"Champion for the first three moments in the model, but Ethel in the last moment.",318,300,10 Intensional Semantics,,
9660,"In the final world w4, Fiona is the Ladies' Scottish Golf Champion at the interval [ti,t4].",318,300,10 Intensional Semantics,,
9661,"The denotation of Asgc' in M w is, therefore, the function represented in (30.b).",318,300,10 Intensional Semantics,,
9662,(30) a.,318,300,10 Intensional Semantics,,
9663,3[ethel']M10-8,318,300,10 Intensional Semantics,,
9664,MAN 2,318,300,10 Intensional Semantics,,
9665,"<w 3 ,[t 1 ,t 4 ]>",318,300,10 Intensional Semantics,,
9666,WOMANj,318,300,10 Intensional Semantics,,
9667,"<w 4 ,[t 1 ,t 4 ]>",318,300,10 Intensional Semantics,,
9668,WOMAN 2,318,300,10 Intensional Semantics,,
9669,DOG,318,300,10 Intensional Semantics,,
9670,Interpreting opaque contexts,319,301,10 Intensional Semantics,,
9671,3[SgC]M10'*,319,301,10 Intensional Semantics,,
9672,"<w2,[t1,t2]>",319,301,10 Intensional Semantics,,
9673,"<w2,[t3,t4]>",319,301,10 Intensional Semantics,,
9674,"<w3,[t1,t3]>",319,301,10 Intensional Semantics,,
9675,"<w3,[t4]>",319,301,10 Intensional Semantics,,
9676,"<w4,[t1,t4]>",319,301,10 Intensional Semantics,,
9677,MAN2,319,301,10 Intensional Semantics,,
9678,WOMANj,319,301,10 Intensional Semantics,,
9679,WOMAN2,319,301,10 Intensional Semantics,,
9680,DOG,319,301,10 Intensional Semantics,,
9681,"Because the intensions oietheV andsgc' differ, it is possible for the denotation of imagine' at some index to map one of them onto the characteristic function of a set containing the entity denoted by jo \ but not the other.",319,301,10 Intensional Semantics,,
9682,"In other words, it is possible for",319,301,10 Intensional Semantics,,
9683,Jo to imagine the concept of the Ladies' Scottish Golf Champion without imagining the concept of Ethel.,319,301,10 Intensional Semantics,,
9684,"Hence, Leibniz' Law fails in these contexts and so the inference pattern in (31) is correctly predicted to be invalid under the assumption that imagine' is of type «s,e>,<e,t».",319,301,10 Intensional Semantics,,
9685,(31) a.,319,301,10 Intensional Semantics,,
9686,b.,319,301,10 Intensional Semantics,,
9687,c.,319,301,10 Intensional Semantics,,
9688,Jo imagines the Ladies' Scottish Golf Champion.,319,301,10 Intensional Semantics,,
9689,Ethel is the Ladies' Scottish Golf Champion.,319,301,10 Intensional Semantics,,
9690,"Therefore, Jo imagines Ethel.",319,301,10 Intensional Semantics,,
9691,"Unfortunately, however, treating opaque verbs as relations between individual concepts and entities is not sufficient, because they may take quantified noun phrases as direct objects.",319,301,10 Intensional Semantics,,
9692,"If the argument type of predicates like imagine' is <s,e>, any quantifiers in the translation of an object noun phrase still have scope over the verb.",319,301,10 Intensional Semantics,,
9693,"The translation of a sentence like Jo imagined a unicorn is thus parallel to that of Jo liked a student in (26.c) except that the variable in the object position of imagine' is in an intensional position, i.e. 3x [unicorn '(x) & (imagine '(Ax))(jo')].",319,301,10 Intensional Semantics,,
9694,This allows the application of standard entailment rules like conjunction elimination to get inferences like those shown in (26.d & e).,319,301,10 Intensional Semantics,,
9695,"The type of opaque verbs like these cannot, therefore, be as simple as «s,e>,<e,t», but must be a functor over full noun phrase expressions.",319,301,10 Intensional Semantics,,
9696,"Indeed, this possibility is implicit in the type-raising of transitive verbs required by the higher type accorded to full noun phrases in Chapter 6.",319,301,10 Intensional Semantics,,
9697,"As we saw there, in order to maintain transitive verbs as functors over noun phrase denotations, it was necessary to raise their type from <e,<e,t» to <«e,t>,t>,<e,t».",319,301,10 Intensional Semantics,,
9698,"While transparent verbs like like' are lexically decomposed into a complex expression that maintains the intuition that they denote simple relations between entities, this is not the case for opaque verbs like imagine which must be interpreted as functors over the intensions of noun phrases.",319,301,10 Intensional Semantics,,
9699,"To define the type and possible denotations of intensional transitive verbs, we need first to ascertain the types of noun phrases in L1L.",319,301,10 Intensional Semantics,,
9700,"Montague analysed noun phrases as denoting, not sets of sets of entities, as we did in Chapter 6, but sets of properties of individual concepts.",319,301,10 Intensional Semantics,,
9701,"In other words, he translated noun phrases into expressions of type «s,«s,e>,t»,t>, rather than as expressions of type «e,t>,t>.",319,301,10 Intensional Semantics,,
9702,"His analysis, however, seems much more complex than is actually required for the",319,301,10 Intensional Semantics,,
9703,10 lntensional semantics interpretation of noun phrases.,320,302,10 Intensional Semantics,,
9704,"In the first place, there seems to be no reason to take",320,302,10 Intensional Semantics,,
9705,"VP denotations (the arguments of subject NPs) to be sets of individual concepts, i.e.",320,302,10 Intensional Semantics,,
9706,"to assign them the type «s,e>,t>.",320,302,10 Intensional Semantics,,
9707,"The subject positions of most verbs are extensional and so require extensional arguments (of type e), not intensional ones (of type <s,e>).",320,302,10 Intensional Semantics,,
9708,"For those verbs that require intensional subjects (e.g. appear; see below), the argument position of the VP must be a full intensional NP denotation in order to include quantifiers, and not just an individual concept.",320,302,10 Intensional Semantics,,
9709,"Hence, we can maintain the translation of (most) VPs into one-place predicates.",320,302,10 Intensional Semantics,,
