,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3,clean_content
9577,"However, it should be clear that the analysis presented here does provide a reasonable basis for a satisfactory account of the opaque properties of these expressions and the way the properties denoted by complement VPs can be related to propositions involving subject noun phrases.",326,308,10 Intensional Semantics,No info,No info,clear analysis reasonable basis satisfactory account opaque property expression way property complement vps related proposition subject noun phrase
9578,*Exercise 10.5:,326,308,10 Intensional Semantics,No info,No info,exercise
9579,The sentences in (4O.a) and (4O.a) appear to be three ways ambiguous.,326,308,10 Intensional Semantics,No info,No info,sentence way ambiguous
9580,The sentence in i. below best corresponds to the reading in (4O.b) and (4O.b).,326,308,10 Intensional Semantics,No info,No info,sentence best corresponds
9581,Show how the reading in ii. may be derived using the quantifying in rule in Chapter 6.,326,308,10 Intensional Semantics,No info,No info,reading rule
9582,What problems arise in trying to derive the reading that best approximates to the reading in iii. and what implications does such a reading have for noun phrase interpretation in the analysis developed in this book?,326,308,10 Intensional Semantics,No info,No info,problem derive reading best approximates implication noun phrase interpretation analysis book
9583,i.,326,308,10 Intensional Semantics,No info,No info,
9584,It appears that there is a unicorn and that it is approaching.,326,308,10 Intensional Semantics,No info,No info,unicorn
9585,ii.,326,308,10 Intensional Semantics,No info,No info,
9586,There is a unicorn and it appears to be approaching.,326,308,10 Intensional Semantics,No info,No info,unicorn
9587,iii.,326,308,10 Intensional Semantics,No info,No info,iii
9588,There is something approaching and it appears to be a unicorn.,326,308,10 Intensional Semantics,No info,No info,unicorn
9589,Propositional attitudes,326,308,10 Intensional Semantics,No info,No info,propositional attitude
9590,"Verbs of propositional attitude like believe, know, doubt and consider also create intensional contexts in their complement position, as we can see from the fact that the",326,308,10 Intensional Semantics,No info,No info,verb propositional attitude doubt intensional context complement position fact
9591,Law of Substitution fails and ambiguities arise between de re and de dicto readings of the same sentence (cf. Section 9.1).,326,308,10 Intensional Semantics,No info,No info,law substitution ambiguity dicto reading sentence
9592,"Because such verbs are opaque with respect to their complement clauses, they translate into LIL expressions that denote functions over propositions, in fact relations between propositions and entities, and so translate into expressions of type «s,t>,<e,t».",326,308,10 Intensional Semantics,No info,No info,verb opaque respect complement clause translate lil expression denote function proposition fact relation proposition entity translate expression type
9593,To translate English sentences like those in,326,308,10 Intensional Semantics,No info,No info,translate english sentence
9594,"(44) into the formulae in (45), the predicates translating the main verbs, believe or know, combine first with the intension of the formula translating their complement clause and then combine with the translation of the subject noun phrase to yield a formula.",326,308,10 Intensional Semantics,No info,No info,formula predicate main verb believe first intension formula complement clause translation subject noun phrase yield formula
9595,Interpreting opaque contexts,327,309,10 Intensional Semantics,No info,No info,opaque context
9596,(44) a.,327,309,10 Intensional Semantics,No info,No info,
9597,b.,327,309,10 Intensional Semantics,No info,No info,
9598,c.,327,309,10 Intensional Semantics,No info,No info,
9599,d.,327,309,10 Intensional Semantics,No info,No info,
9600,Fiona believes that the Ladies' Scottish Golf Champion is wealthy.,327,309,10 Intensional Semantics,No info,No info,fiona belief lady scottish golf champion wealthy
9601,A Glaswegian knows that Ethel is not wealthy.,327,309,10 Intensional Semantics,No info,No info,glaswegian ethel wealthy
9602,Ethel knows that a Glaswegian is wealthy.,327,309,10 Intensional Semantics,No info,No info,ethel know glaswegian wealthy
9603,Every student believes that every lecturer is wealthy.,327,309,10 Intensional Semantics,No info,No info,student belief lecturer wealthy
9604,(45) a.,327,309,10 Intensional Semantics,No info,No info,
9605,b.,327,309,10 Intensional Semantics,No info,No info,
9606,c.,327,309,10 Intensional Semantics,No info,No info,
9607,d.,327,309,10 Intensional Semantics,No info,No info,
9608,Pres (believe' (APres (wealthy' (sgc')))(fiona')).,327,309,10 Intensional Semantics,No info,No info,pres apres wealthy sgc fiona
9609,Pres (3x [glaswegian'(x) & know'(A(Pres (-wealthy'(ethel'))))(x)]).,327,309,10 Intensional Semantics,No info,No info,pres glaswegian pres ethel
9610,Pres (know'(A(Pres (3x [glaswegian'(x) & wealthy'(x)])))(ethel')).,327,309,10 Intensional Semantics,No info,No info,pres pres glaswegian wealthy ethel
9611,Pres (Vx [student'(x) -> believe'(A(Pres (Vy [lecturer'(y) -> wealthy'(y)])))(x)]).,327,309,10 Intensional Semantics,No info,No info,pres student lecturer wealthy
9612,"Because the complements of the predicates believe' and know' in (45) are in the scope of the intension operator, Leibniz' Law does not hold in these positions, and so one cannot substitute extensionally equivalent expressions within the complement clause and preserve truth.",327,309,10 Intensional Semantics,No info,No info,complement predicate believe scope intension operator leibniz law position substitute equivalent expression complement clause truth
9613,"As an demonstration that this is so, consider the sentences in (46).",327,309,10 Intensional Semantics,No info,No info,demonstration sentence
9614,(46) a.,327,309,10 Intensional Semantics,No info,No info,
9615,b.,327,309,10 Intensional Semantics,No info,No info,
9616,c.,327,309,10 Intensional Semantics,No info,No info,
9617,Jo believes that the Ladies' Scottish Golf Champion is wealthy.,327,309,10 Intensional Semantics,No info,No info,belief lady scottish golf champion wealthy
9618,Ethel is the Ladies' Scottish Golf Champion.,327,309,10 Intensional Semantics,No info,No info,ethel lady scottish golf champion
9619,Jo believes that Ethel is wealthy.,327,309,10 Intensional Semantics,No info,No info,belief ethel wealthy
9620,The sentence in (46.c) is constructed from the other sentences in (46) by substitution into the complement ofbelieve.,327,309,10 Intensional Semantics,No info,No info,sentence sentence substitution complement ofbelieve
9621,"As we have already seen, however, Jo's belief about the Ladies' Scottish Golf Champion in (46.a) is not the same as a belief about Ethel, despite the identity of these two entities at a particular index.",327,309,10 Intensional Semantics,No info,No info,belief lady scottish golf champion belief ethel identity entity particular
9622,This can be proved by showing that the propositions denoted by The Ladies' Scottish Golf Champion is wealthy and Ethel is wealthy formally define different functions from indices to truth values.,327,309,10 Intensional Semantics,No info,No info,proposition lady scottish golf champion wealthy ethel wealthy different function index truth value
9623,"If these functions differ, then the function denoted by believe' will not necessarily map them both onto the characteristic function of a set containing the entity denoted by the subject, Jo.",327,309,10 Intensional Semantics,No info,No info,function function believe characteristic function entity subject
9624,"In other words, the sentence in (46.c) may fail to be true even though both (46.a) and (46.b) are true.",327,309,10 Intensional Semantics,No info,No info,word sentence true true
9625,The non-equivalence of (46.a) and (46.c) may be illustrated by working through the interpretations of the complement clauses in (46) with respect to the model Mio.,327,309,10 Intensional Semantics,No info,No info,may interpretation complement clause respect model mio
9626,(47) sets out the intension of the predicate wealthy' in this model.,327,309,10 Intensional Semantics,No info,No info,intension predicate wealthy model
9627,"F1(<wealthy') = {«w 1 ,[t 1 ,t 4 ]>,{MAN 2 ,WOMAN 2 }>,",327,309,10 Intensional Semantics,No info,No info,wealthy man woman
9628,"«w 2 ,[t 1 ,t 2 ]>,{ DOG,WOMAN2}>,",327,309,10 Intensional Semantics,No info,No info,dog
9629,"«w 2 ,[t 3 ,t 4 ]>,{ WOMAN 2 }>,",327,309,10 Intensional Semantics,No info,No info,woman
9630,"«w 3 ,[t 1 ,t 3 ]>,0>,",327,309,10 Intensional Semantics,No info,No info,
9631,"«w 3 ,[t 4 ]>,{WOMAN 1 }>,",327,309,10 Intensional Semantics,No info,No info,woman
9632,"«w 4 ,[t 1 ]>,{MAN 2 }>,",327,309,10 Intensional Semantics,No info,No info,man
9633,"«w 4 ,[t 2 ,t 3 ]>,{WOMAN 1 ,WOMAN 2 ,MAN 1 }>,",327,309,10 Intensional Semantics,No info,No info,woman woman man
9634,"«w 4 ,[t 4 ]>,{MAN 2 }>}",327,309,10 Intensional Semantics,No info,No info,man
9635,"The denotation of the proposition ^(wealthy'(etheV)) in M10 is that function that maps an index onto 1 if, and only if, the denotation of ethel' at that index is in the set of entities denoted by wealthy' at that index and maps the index onto 0, otherwise.",327,309,10 Intensional Semantics,No info,No info,denotation proposition wealthy ethev function denotation ethel entity wealthy map
9636,"Since Aethel' denotes a constant function in M,0(cf. (30.a)), A(wealthy '(ethel')) picks out the set of indices at which WOMANi is in the extension ofwealthy'.",327,309,10 Intensional Semantics,No info,No info,aethel constant function wealthy ethel pick index womani extension ofwealthy
9637,"According to (47), Ethel is wealthy only in world w3 at moment [t4] and world w4 at interval [t2,t3]",327,309,10 Intensional Semantics,No info,No info,ethel wealthy world moment world interval
9638,10 Intensional semantics and so the proposition denoted by ^(wealthy'(ethel')) function represented in (48).,328,310,10 Intensional Semantics,No info,No info,intensional semantics proposition wealthy ethel function
9639,(48) in M J0 is the characteristic,328,310,10 Intensional Semantics,No info,No info,characteristic
9640,3[wealthy' (ethel'),328,310,10 Intensional Semantics,No info,No info,wealthy ethel
9641,"<w 2 ,[t 3 ]>",328,310,10 Intensional Semantics,No info,No info,
9642,"<w 2 ,[t 4 ]>",328,310,10 Intensional Semantics,No info,No info,
9643,"<w 3 ,[t 2 ]>",328,310,10 Intensional Semantics,No info,No info,
9644,"<w 3 ,[t 3 ]>",328,310,10 Intensional Semantics,No info,No info,
9645,"<w 3 ,[t 4 ]>",328,310,10 Intensional Semantics,No info,No info,
9646,"<w 4 ,[t 2 ]",328,310,10 Intensional Semantics,No info,No info,
9647,"<w 4 ,[t 3 ]>",328,310,10 Intensional Semantics,No info,No info,
9648,"<w 4 ,[t 4 ]>",328,310,10 Intensional Semantics,No info,No info,
9649,"The proposition denoted by A(wealthy'(sgc'))y on the other hand, is the characteristic function defining the set of indices <wn,i> at which the denotation of sgc' at <Wn,i> is in the set of entities denoted by wealthy at <Wn,i>.",328,310,10 Intensional Semantics,No info,No info,proposition wealthy sgc hand characteristic function index denotation sgc entity wealthy
9650,"Since the extension of sgc' changes from index to index, one needs first to ascertain its denotation at a particular index and then check to see if this is in the set of wealthy entities at that index.",328,310,10 Intensional Semantics,No info,No info,extension sgc first ascertain denotation particular check wealthy entity
9651,"Comparing the intension of sgc' in (3O.b) with (47), we can construct the characteristic function in (49) defining the proposition denoted by A(wealthy'(sgc')).",328,310,10 Intensional Semantics,No info,No info,intension sgc characteristic function proposition wealthy sgc
9652,"The function in (49) is the characteristic function of the set {<w2,[t!]>, <w2,[t2]>,",328,310,10 Intensional Semantics,No info,No info,function characteristic function
9653,"<w3,[t4]>, <w4,[t2]>, <w4,[t3]>} whilst that in (48) is the characteristic function of",328,310,10 Intensional Semantics,No info,No info,characteristic function
9654,"{<w3,[t4]>,<w4,[t2]>,<w4,[t3]>}.",328,310,10 Intensional Semantics,No info,No info,
9655,"Since these two sets are different, the propositions denoted by Ethel is wealthy and The Ladies' Scottish Golf Champion is wealthy are different formal objects and so it is possible to believe (or know or doubt) one of them without believing (or knowing or doubting) the other.",328,310,10 Intensional Semantics,No info,No info,different proposition ethel wealthy lady scottish golf champion wealthy different formal object possible doubt doubting
9656,"Although the function denoted by the predicate believey may map the function in (49) onto the characteristic function of a set containing MAN b the extension of Jo, it does not follow that it maps the function denoted by ^(wealthy'(ethel')) onto a characteristic function of a set containing MAN t .",328,310,10 Intensional Semantics,No info,No info,function predicate believey function characteristic function man extension follow map function wealthy ethel characteristic function man
9657,The proposition expressed by the sentence Jo believes that the,328,310,10 Intensional Semantics,No info,No info,proposition sentence belief
9658,Interpreting opaque contexts,329,311,10 Intensional Semantics,No info,No info,opaque context
9659,Ladies' Scottish Golf Champion is wealthy may thus be true while that expressed by,329,311,10 Intensional Semantics,No info,No info,lady scottish golf champion wealthy
9660,"Jo believes that Ethel is wealthy may be false, despite Ethel's being the Ladies'",329,311,10 Intensional Semantics,No info,No info,belief ethel wealthy false ethel lady
9661,Scottish Golf Champion at the reference index.,329,311,10 Intensional Semantics,No info,No info,scottish golf champion reference
9662,(49) s[ wealthy' (sgc')] M1°«,329,311,10 Intensional Semantics,No info,No info,wealthy sgc
9663,"<w x ,[t 2 ]>",329,311,10 Intensional Semantics,No info,No info,
9664,<w 2> [t 2 ]>,329,311,10 Intensional Semantics,No info,No info,
9665,"<w 2 ,[t 3 ]>",329,311,10 Intensional Semantics,No info,No info,
9666,"<w 2 ,[t 4 ]>",329,311,10 Intensional Semantics,No info,No info,
9667,"<w 3 ,[t 2 ]>",329,311,10 Intensional Semantics,No info,No info,
9668,"<w 3 ,[t 3 ]>",329,311,10 Intensional Semantics,No info,No info,
9669,"<w 3 ,[t 4 ]>",329,311,10 Intensional Semantics,No info,No info,
9670,"<w 4 ,[t 2 ]>",329,311,10 Intensional Semantics,No info,No info,
9671,"<w 4 ,[t 3 ]>",329,311,10 Intensional Semantics,No info,No info,
9672,"<w 4 ,[t 4 ]>",329,311,10 Intensional Semantics,No info,No info,
9673,"The fact that substitution is not valid in the complements of verbs like believe also accounts for why we cannot attribute a contradictory belief to Jo even if he happens to believe that Ethel is not wealthy, while also believing that the Ladies'",329,311,10 Intensional Semantics,No info,No info,fact substitution valid complement verb attribute contradictory belief ethel wealthy lady
9674,Scottish Golf Champion is wealthy.,329,311,10 Intensional Semantics,No info,No info,scottish golf champion wealthy
9675,"If substitution were valid, (5O.b) would be guaranteed to be true by the truth of (5O.a) together with (46.a) and (46.b) by substitution and conjunction introduction.",329,311,10 Intensional Semantics,No info,No info,substitution valid true truth substitution conjunction
9676,The full inference pattern is set out in LIL formulae (ignoring the present tense operator for simplicity) in (51).,329,311,10 Intensional Semantics,No info,No info,full inference pattern lil formula present tense operator simplicity
9677,"(5 La) is the translation of (46.a), (51.b) that of (5O.a), (51.c) is that of (46.b).",329,311,10 Intensional Semantics,No info,No info,translation
9678,"Substituting sgc' for ethel' into (51.b) yields the formula in (51.d) which together with (5La) leads to the formula in (5Le), the intended translation of (5O.b), via conjunction introduction.",329,311,10 Intensional Semantics,No info,No info,sgc ethel yield formula formula intended translation conjunction
9679,"Conjunction introduction, unlike substitution, is valid in intensional contexts provided that the contexts are kept constant.",329,311,10 Intensional Semantics,No info,No info,conjunction substitution valid intensional context context constant
9680,"Thus, if someone believes that <() and also believes that \j/ then they believe that <|) and \|/.",329,311,10 Intensional Semantics,No info,No info,someone belief belief
9681,(50) a.,329,311,10 Intensional Semantics,No info,No info,
9682,b.,329,311,10 Intensional Semantics,No info,No info,
9683,Jo believes that Ethel is not wealthy.,329,311,10 Intensional Semantics,No info,No info,belief ethel wealthy
9684,Jo believes that the Ladies' Scottish Golf Champion is wealthy and that the,329,311,10 Intensional Semantics,No info,No info,belief lady scottish golf champion wealthy
9685,Ladies' Scottish Golf Champion is not wealthy.,329,311,10 Intensional Semantics,No info,No info,lady scottish golf champion wealthy
9686,10 Intensional semantics,330,312,10 Intensional Semantics,No info,No info,intensional semantics
9687,(51) a.,330,312,10 Intensional Semantics,No info,No info,
9688,b.,330,312,10 Intensional Semantics,No info,No info,
9689,c.,330,312,10 Intensional Semantics,No info,No info,
9690,d.,330,312,10 Intensional Semantics,No info,No info,
9691,e.,330,312,10 Intensional Semantics,No info,No info,
9692,believe'(A[wealthy'(sgc')])(jo').,330,312,10 Intensional Semantics,No info,No info,wealthy sgc
9693,believe'(A[~wealthy'(ethel')])(jo').,330,312,10 Intensional Semantics,No info,No info,ethel
9694,ethel' =sgc\ believe' (A[~wealthy' (sgc')] )(jo').,330,312,10 Intensional Semantics,No info,No info,ethel sgc
9695,believe'(A[ wealthy'(sgc') & -wealthy'(sgc')])(jo').,330,312,10 Intensional Semantics,No info,No info,wealthy sgc sgc
9696,"As we have seen, the inference pattern in (51) is invalid, because the formula in (51 .d) cannot be inferred from (51.b) and (51.c) via substitution because of the intension operator.",330,312,10 Intensional Semantics,No info,No info,inference pattern invalid formula substitution intension operator
9697,"The truth of (51.e), which ascribes the contradictory belief to Jo that the",330,312,10 Intensional Semantics,No info,No info,truth contradictory belief
9698,"Ladies' Scottish Golf Champion is both wealthy and unwealthy, thus does not follow from the truth of (51 .a), (51 .b) and (51 .c).",330,312,10 Intensional Semantics,No info,No info,lady scottish golf champion wealthy unwealthy truth
9699,"There is, however, a reading of (5O.b), that can be derived from the truth of the premises in (46.a), (46.b) and (5O.a), which does not attribute a contradictory belief to Jo.",330,312,10 Intensional Semantics,No info,No info,truth premise attribute contradictory belief
9700,"In this reading, the first conjunct in (5O.b) is interpreted de dido, as in (51.a), but the second is interpreted de re.",330,312,10 Intensional Semantics,No info,No info,conjunct dido second
9701,"In other words, Jo's belief about the Ladies'",330,312,10 Intensional Semantics,No info,No info,word belief lady
9702,"Scottish Golf Champion being wealthy is taken as ascribing to Jo a belief about the wealth of whoever is named by the expression the Ladies' Scottish Golf Champion, whose identity he does not know but who exists within his 'belief worlds'.",330,312,10 Intensional Semantics,No info,No info,scottish golf champion wealthy belief wealth expression lady scottish golf champion identity world
9703,"His second belief, on the other hand, is interpreted as a belief about the particular person referred to by this expression at a particular index, i.e. Ethel.",330,312,10 Intensional Semantics,No info,No info,second belief hand belief particular person expression particular ethel
9704,"Thus, while Jo believes de die to that the Ladies' Scottish Golf Champion is wealthy, he also believes de re, i.e. from the speaker's perspective, that she is not wealthy.",330,312,10 Intensional Semantics,No info,No info,belief die lady scottish golf champion wealthy belief speaker perspective wealthy
9705,This second reading of (5O.b) can be derived in much the same way as the specific readings of opaque transitive verbs were derived in Section 10.2.2 through the use of the rule of quantifying in.,330,312,10 Intensional Semantics,No info,No info,second reading much way specific opaque transitive verb use rule
9706,"The de re reading of the sentence in (46.a), Jo believes that the Ladies' Scottish Golf Champion is wealthy, can be constructed by combining the predicate wealthy' translating the verb phrase is wealthy with the individual sublimation of a variable, i.e. XQ [Q(x)].",330,312,10 Intensional Semantics,No info,No info,sentence belief lady scottish golf champion wealthy predicate wealthy translating verb phrase wealthy individual sublimation variable
9707,"Once this is combined with the predicate believe' and the individual sublimation ofjo \ we get the formula in (52.a), which ^-converts into the expression in (52.b).",330,312,10 Intensional Semantics,No info,No info,predicate individual sublimation ofjo formula expression
9708,"The rule of quantifying in allows us to abstract on the free variable x and combine the resulting predicate with the translation of the Ladies' Scottish Golf Champion to get (52.c), equivalent to the formula in (52.d).",330,312,10 Intensional Semantics,No info,No info,rule quantifying abstract free variable combine predicate translation lady scottish golf champion equivalent formula
9709,(52) a.,330,312,10 Intensional Semantics,No info,No info,
9710,b.,330,312,10 Intensional Semantics,No info,No info,
9711,c.,330,312,10 Intensional Semantics,No info,No info,
9712,d.,330,312,10 Intensional Semantics,No info,No info,
9713,XP [P<jo')](believe'(A[~(XQ [Q(x)](wealthy'))])).,330,312,10 Intensional Semantics,No info,No info,wealthy
9714,(believe' (A[~(wealthy'(x))]))(jo').,330,312,10 Intensional Semantics,No info,No info,wealthy
9715,XQ [Q(sgc')]ax [(believe'(A[~(wealthy'(x))]))(jo')]).,330,312,10 Intensional Semantics,No info,No info,sgc wealthy
9716,Xx [believe'(A[~(wealthy'(x))])(jo')](sgc').,330,312,10 Intensional Semantics,No info,No info,wealthy sgc
9717,"It might seem that lambda conversion can be applied one more time to (52.c) to derive the formula in (51.d) which represents the de dicto reading of Jo believes that the Ladies' Scottish Golf Champion is not wealthy, from which we could derive the contradictory formula in (51 .e) via conjunction introduction with (51 .a).",330,312,10 Intensional Semantics,No info,No info,lambda conversion time derive formula dicto reading belief lady scottish golf champion wealthy contradictory formula conjunction
9718,"Like the Law of Substitution, however, the rule of Lambda Conversion is invalid in intensional contexts and must be revised to take account of this as in (53).",330,312,10 Intensional Semantics,No info,No info,law substitution lambda conversion invalid intensional context account
9719,Xu [<|)](a) <-> (^u provided that u is not in the scope of operators Past and Fut.,330,312,10 Intensional Semantics,No info,No info,scope operator fut
9720,A or the tense,330,312,10 Intensional Semantics,No info,No info,tense
9721,Interpreting opaque contexts,331,313,10 Intensional Semantics,No info,No info,opaque context
9722,"To illustrate the fact that lambda conversion is not valid in intensional contexts and to show that (52.b) does indeed give the de re reading of (46.a), let us consider the interpretation of this formula with respect to Mi0 and the index <Wi,[t2]>.",331,313,10 Intensional Semantics,No info,No info,fact lambda conversion valid intensional context show reading interpretation formula respect
9723,The crucial point about this interpretation is that the denotation of sgc' is fixed by the reference index.,331,313,10 Intensional Semantics,No info,No info,crucial point interpretation denotation sgc reference
9724,"This follows because the rule interpreting function/argument structures in LIL given in (25.3) derives the interpretation of (54.a) from the application of the extension of the functor at <Wj,[t2]> to that of the argument at the same index, as shown in (54.b).",331,313,10 Intensional Semantics,No info,No info,rule structure lil interpretation application extension functor argument
9725,"According to the function in (3O.b), the denotation in M10 of sgc' at",331,313,10 Intensional Semantics,No info,No info,function denotation sgc
9726,"<W!,[t2]> is WOMANi.",331,313,10 Intensional Semantics,No info,No info,womani
9727,"Hence, by the definition of lambda conversion in Chapter 5, the result of applying the extension of the ^-expression in (54.b) to that of its argument sgc' is equivalent to the interpretation of the former with respect to a variable assignment function where the variable x has the value WOMAN!.",331,313,10 Intensional Semantics,No info,No info,lambda conversion result extension argument sgc equivalent interpretation former respect variable assignment function variable value woman
9728,"Thus,",331,313,10 Intensional Semantics,No info,No info,
9729,(54.a) and (54.b) are equivalent to (54.c).,331,313,10 Intensional Semantics,No info,No info,equivalent
9730,"In other words, the formula in (52.c) is true at some co-ordinate if, and only if, WOMANi is in the set of things that Jo believes are not wealthy.",331,313,10 Intensional Semantics,No info,No info,word formula true womani thing belief wealthy
9731,"Since WOMAN! is Ethel and Jo believes that Ethel is not a wealthy woman, we conclude the de re reading of Jo believes the Ladies' Scottish Golf",331,313,10 Intensional Semantics,No info,No info,woman ethel belief ethel wealthy woman reading belief lady scottish golf
9732,Champion is not wealthy is true.,331,313,10 Intensional Semantics,No info,No info,champion wealthy true
9733,Since the de dicto reading is false (given the truth of,331,313,10 Intensional Semantics,No info,No info,dicto false truth
9734,"(46.a)), the de re and de dicto readings of this sentence represented by the formulae in (52.c) and (51.d) are thus truth-conditionally distinct.",331,313,10 Intensional Semantics,No info,No info,dicto sentence formula distinct
9735,(54) a.,331,313,10 Intensional Semantics,No info,No info,
9736,b.,331,313,10 Intensional Semantics,No info,No info,
9737,c.,331,313,10 Intensional Semantics,No info,No info,
9738,"[A,x [believe>(A[~wealthy'(x)])(jo')](sgc>)]M-8wl-ra.",331,313,10 Intensional Semantics,No info,No info,sgc
9739,[Xx [believe>(AhwealthyXx)])Go')]]M'8wl[t2i([(sgc')]M-8'wlit20.,331,313,10 Intensional Semantics,No info,No info,believe ahwealthyxx sgc
9740,[believe'(A[~wealthy'(x)])Go')]M<8WOMAN1/xwl[t21.,331,313,10 Intensional Semantics,No info,No info,
9741,The difference in interpretation between the de re and de dicto readings of (46.a) can be best appreciated by considering what propositions Jo is asserted to believe in each case.,331,313,10 Intensional Semantics,No info,No info,difference interpretation dicto proposition believe
9742,"In the de re interpretation just discussed, the relevant proposition that Jo is said to believe is A[wealthy'(x)] wherex is assigned WOMANi as a value.",331,313,10 Intensional Semantics,No info,No info,interpretation relevant proposition wealthy wherex womani value
9743,"As we saw above, this proposition is given by the characteristic function of the set",331,313,10 Intensional Semantics,No info,No info,proposition characteristic function
9744,"{<w3,[t4]>,<W4,[t2]>,<W4,[t3]>}.",331,313,10 Intensional Semantics,No info,No info,
9745,"In the de dicto reading in (51.b), however, the proposition that Jo is said to believe is that denoted by ^[wealthy '(sgc')], the function in (49) that defines the set {<w 2 ,[tj>, <w2,[t2]>, <w3,[t4]>, <w4,[t2]>, <w4,[t3]>}.",331,313,10 Intensional Semantics,No info,No info,dicto proposition believe wealthy sgc function defines
9746,The functions denoted by A[wealthy '(x)] and A[wealthy '(sgc')] are thus different and so Jo may believe one proposition and not the other without inconsistency.,331,313,10 Intensional Semantics,No info,No info,function wealthy wealthy sgc different proposition inconsistency
9747,"We can thus see from this example that lambda conversion is indeed not valid in intensional contexts, because the non-converted formula has a different interpretation (and truth value in",331,313,10 Intensional Semantics,No info,No info,lambda conversion valid intensional context formula different interpretation truth value
9748,Mio) from the formula that would result after lambda conversion.,331,313,10 Intensional Semantics,No info,No info,mio formula lambda conversion
9749,"Furthermore, because the referent of the embedded subject, the Ladies' Scottish Golf Champion, is determined by the reference index, the analysis adequately captures the fact that de re reference occurs outside the belief context and is therefore not dependent on the other beliefs of the referent of the subject of the main clause.",331,313,10 Intensional Semantics,No info,No info,referent subject lady scottish golf champion reference analysis fact reference outside belief context dependent belief referent subject main clause
9750,We are now in a position to provide the reading for the sentence in (5O.b) which does not ascribe a contradictory belief to Jo.,331,313,10 Intensional Semantics,No info,No info,position sentence contradictory belief
9751,Recall that this sentence was constructed from a sentence ascribing to Jo a de dicto belief that the Ladies' Scottish Golf,331,313,10 Intensional Semantics,No info,No info,recall sentence sentence dicto belief lady scottish golf
9752,Champion is wealthy and another ascribing to him a belief that Ethel is not wealthy.,331,313,10 Intensional Semantics,No info,No info,champion wealthy belief ethel wealthy
9753,"Although direct substitution into an intensional context is not permitted, nevertheless if it is possible to ascribe a de re belief to someone, one can then substitute an",331,313,10 Intensional Semantics,No info,No info,direct substitution intensional context possible ascribe belief someone substitute
9754,10 Intensional semantics extensionally equivalent expression for the directly referring expression.,332,314,10 Intensional Semantics,No info,No info,intensional semantics equivalent expression expression
9755,This obviously follows from the fact that the latter appears outside the intensional context created by believe' and so is subject to the Law of Substitution.,332,314,10 Intensional Semantics,No info,No info,fact latter intensional context subject law substitution
9756,"In deriving the non-contradictory reading of (5O.b), therefore, we construct from the de dido belief about Ethel in (51.b), repeated in (55.b) below, the de re belief about Ethel in (55.c).",332,314,10 Intensional Semantics,No info,No info,dido belief ethel belief ethel
9757,(55) a.,332,314,10 Intensional Semantics,No info,No info,
9758,b.,332,314,10 Intensional Semantics,No info,No info,
9759,c.,332,314,10 Intensional Semantics,No info,No info,
9760,believe'(A[wealthy'(sgc')])(jo').,332,314,10 Intensional Semantics,No info,No info,wealthy sgc
9761,believe'(A[~wealthy'(ethel')])(jo').,332,314,10 Intensional Semantics,No info,No info,ethel
9762,Xx |>elieve'(A[~wealthy'(x)])Oo')](ethel').,332,314,10 Intensional Semantics,No info,No info,elieve ethel
9763,It is not in general the case that the truth of the de re reading of a sentence is guaranteed by the truth of its de dicto counterpart.,332,314,10 Intensional Semantics,No info,No info,general truth sentence truth dicto counterpart
9764,"For example, the de re counterpart to (55.a), Xx [believe '(^[wealthy '(x)])(jo ')](sgc'), is not true in M10 and so not entailed by the former.",332,314,10 Intensional Semantics,No info,No info,counterpart wealthy sgc true former
9765,"However, where an expression, like etheV and other proper names, denotes a constant function the de re and de dicto readings of the same belief sentence turn out to be equivalent.",332,314,10 Intensional Semantics,No info,No info,expression proper name constant function dicto reading belief sentence equivalent
9766,"For example, A[-wealthy'(ethel')] denotes that proposition which picks out the set of indices at which it is true that the extension of ethel' is not in the set of wealthy entities in M10, i.e. {<Wi,[ti,tJ>, <W2,[ti,t4]>, <w3,[ti,t3]>,",332,314,10 Intensional Semantics,No info,No info,ethel denotes proposition index true extension ethel wealthy entity
9767,"<Wi,[ti]>, <w4,[t4]>}.",332,314,10 Intensional Semantics,No info,No info,
9768,"Since ethel' picks out the same entity at each index, i.e.",332,314,10 Intensional Semantics,No info,No info,ethel pick entity
9769,"WOMANj, this proposition is equivalent to that denoted by A[-wealthy'(x)] where g(x) is WOMAN!.",332,314,10 Intensional Semantics,No info,No info,womanj proposition equivalent woman
9770,"Hence, where someone has a belief about a particular named individual, no semantic difference emerges between the de re and de dicto readings of the sentence.",332,314,10 Intensional Semantics,No info,No info,someone belief particular individual semantic difference reading sentence
9771,"In fact, it is a general property of intensional expressions that denote constant functions from indices to extensions that lambda conversion continues to apply, even in intensional contexts.",332,314,10 Intensional Semantics,No info,No info,fact general property intensional expression denote constant function index extension lambda conversion intensional context
9772,"Hence, the rule of lambda conversion in (49) should be revised to allow the equivalence between Xu [<|)](a) and [ty]**"" where the argument, a, has a constant intension.",332,314,10 Intensional Semantics,No info,No info,rule lambda conversion allow equivalence argument constant intension
9773,"Returning to the derivation of the non-contradictory reading of (5O.b), we can validly infer the de re reading of Jo believes that Ethel is not wealthy in (55.c) from",332,314,10 Intensional Semantics,No info,No info,derivation infer reading belief ethel wealthy
9774,(55.b) via backwards X-conversion.,332,314,10 Intensional Semantics,No info,No info,
